File,Reference Count,References,Circular,Recommendation
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/INTERNATIONALIZATION.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/LINTING.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/LOGGING.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/PERFORMANCE.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/RELEASE_PROCESS.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/RELEASE_PROCESS_SCAFFOLD.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/REPORTING.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/SECURITY.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/STYLES.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/TESTING.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/THEME_STRUCTURE.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/VALIDATION.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/WORDPRESS_PACKAGES.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/WORKFLOWS.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/docs/plans/2025-12-12-generator-logging-schema-cleanup-design.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/inc/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/languages/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/parts/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/patterns/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/screenshot.png.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/scripts/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/scripts/__tests__/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/scripts/__tests__/test-audit/test.md",5,"file1.md; file2.md; file3.md; file4.md; file5.md",NO,REVIEW
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/src/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/src/css/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/src/js/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/styles/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/styles/blocks/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/styles/sections/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/templates/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/tests/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/tests/__mocks__/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/tests/bin/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/tests/e2e/README.md",0,"",NO,OK
"/Users/ash/Studio/tour-operator/wp-content/themes/block-theme-scaffold/tests/js/README.md",0,"",NO,OK
